customer_id,account_id,transaction_date,transaction_amount,currency,transaction_type,source_account,is_fraud
1006,2625,2023-01-26,591.13,EUR,credit,3865,0
1007,2632,2023-01-12,815.6,CAD,credit,3940,0
1009,2604,2023-01-06,675.39,EUR,debit,3244,0
1004,2119,2023-01-12,379.57,USD,credit,3428,0
1009,2141,2023-02-06,389.87,USD,credit,3650,0
1008,2710,2023-02-28,648.81,USD,debit,3501,0
1004,2143,2023-01-12,321.43,EUR,debit,3886,0
1005,2974,2023-01-01,489.76,USD,credit,3986,0
1008,2517,2023-02-11,500.02,CAD,credit,3425,0
1007,2500,2023-01-11,91.84,USD,debit,3299,0
1000,2281,2023-01-15,542.23,USD,credit,3579,0
1007,2562,2023-02-02,122.08,USD,credit,3793,0
1008,2843,2023-01-24,546.62,USD,credit,3559,0
1003,2435,2023-01-07,738.63,CAD,debit,3304,0
1000,2460,2023-01-17,355.09,USD,credit,3886,0
9999,8888,2023-01-01,123.45,USD,credit,4000,1
9999,8888,2023-01-02,123.45,USD,credit,4001,1
9999,8888,2023-01-03,123.45,USD,credit,4002,1
9999,8888,2023-01-04,123.45,USD,credit,4003,1
9999,8888,2023-01-05,123.45,USD,credit,4004,1
9999,8888,2023-01-06,123.45,USD,credit,4005,1
9999,8888,2023-01-07,123.45,USD,credit,4006,1
9999,8888,2023-01-08,123.45,USD,credit,4007,1
9999,8888,2023-01-09,123.45,USD,credit,4008,1
9999,8888,2023-01-10,123.45,USD,credit,4009,1
